@relation Train
@attribute word_tokenize string
@attribute subtask_c {IND,OTH,GRP}
@data
'strong charact anybodi bitter sore loser charact',IND
'human',IND
'stop_sign news stop_sign senat pass bill # #',GRP
'appar find run',IND
'order money amaz dishonest purpos spread fake news',IND
'dumb clueless push dream fool offic # #',IND
'back liber stupid cri favor past futur victim rape assault said stupid',IND
'carrey sick',IND
'eric evil',IND
'lie leftist',IND
'death threat antifa sit outsid hous republican social media',IND
'gutierrez your liar that guy good',IND
'sexi',IND
'good disgust human',IND
'nigga lose',IND
'american women allow continu babi hitler kill babi liber pathet crook children except babi',GRP
'fake prove',OTH
'told there group israel & amp america control foreign decad use lie & amp believ # maga # americafirst',IND
'control ( ) fuck wouldnt shit',IND
'left hand connect right brain connect left right connect left brain #',IND
'sick pervert get nerv',IND
'want corrupt bitch gitmo',IND
'anita hill liar liar',IND
'develop social home child complain bulli behaviour teacher super activ',GRP
'american want form control american want govern protect environ american immigr good thing & amp 100 % american believ belong pizza & amp italian dont suck',OTH
'john kerri potu get done democrat tri cash & amp releas fund & amp obama crook deal help fund terror walk',IND
'accord hurrican trump fault hurrican trump fault trump collud defeat hillari true',IND
'mean hate',IND
'know belong violent liber antifa parti hood beat total stranger & amp fund parti violent & amp corrupt parti tri tear & amp believ heart hard sell anyon includ voter',IND
'touch nerv say 2019 that block soon dream fail full major 2019 pleas dont wake dream get seat',IND
'muslim need rememb',IND
'ford everyth delay vote # maga # # potu',IND
'dont forget trump fault collud make hurrican worst forgot tell hurrican trump fault',IND
'polit correct speech control law attack constitut hypocrisi show',IND
'crazi one',IND
'must hack say',IND
'allow wife coach abus year cover everyon includ wife help lie never thought anyon know ) came total',IND
'shit',IND
'liber dont give soul',OTH
'bitch',IND
'might well info info crap media feed empti brain wonder control univers background check # gunsens # #',OTH
'fuck wall american white black kill immigr control help',GRP
'alway blue dont seem much except help socialist',IND
'sensibl control help mental unstabl peopl gun peopl order gun need round ( unless zombi happen )',GRP
'reason dont wife',IND
'dumb',IND
'teenag # maga # walkaway',IND
'mean noth alway none promis come true sure still follow start realiz full crap',IND
'cuter shhhh ',IND
'maxin water threaten violenc presid presid come washington capit polic sleep democrat crime',GRP
'drunk tell littl charact alon compet seem like conserv “ law order mean use social order',IND
'part “ trump parti ” hope hard work american',IND
'beauti sexi smiling_face_with_heartey',IND
'dont know fact claim bullshit imagin never clean regul year wait dont look qualiti china that piss conserv',GRP
'she look bitter',IND
'think funni she she disgust',IND
'regard stori think go kill presid report never follow felon case gun what polic bring light control issu bia',IND
'whore mayor steal money fund dem bash potu countri power know there enough replac',IND
'say your live north',IND
'horribl face_vomit face_vomit face_vomit',IND
'lotto ',IND
'control crowd illeg immigr countri arm',GRP
'women lose credibl women liber movement women realli abus disgust',GRP
'liber mock presid trump skin color like threaten famili even',GRP
'caus opinion differ guess make bigot',IND
'death mean thumbs_up',IND
'your antifa shit brain worship queen need lick',IND
'know ar15 educ close dont know talk pouting_fac pouting_fac pouting_fac',IND
'agre intellig latest polici wealth fund someth long support doesnt someon parti time',IND
'disappoint serena wrong dont gender disrespect serena apolog winner & amp',IND
'theyr qualiti',GRP
'biggest hypocrit countri embarrass senat',IND
'prison time your go face_with_tears_of_joy rolling_on_the_floor_laugh face_with_tears_of_joy # # treason # # maga # qanon',IND
'hard believ femal liber person polit gain',GRP
'peopl shouldnt face_with_tears_of_joy',IND
'damn cute express',IND
'beyond moron',IND
'interest hypocrisi liber last year “ fund ” sexual scandal work govern',OTH
'even close happen liar deflect idiot action court look',IND
'dont believ she even get death threat conserv dont roll & amp attorney soro',IND
'white slave owner',GRP
'abus liber rino',GRP
'oppress need start movement wors antifa dog',GRP
'liber obsess see presid disgust peni room horribl cant stop think member',OTH
'# kavanaugh issu detail respons confirm view deserv opportun defend reput complet fals alleg never done anyth anyon',IND
'perfect wipe seat',IND
'show must must crazi liber scream throw tantrum insid anim hear go anoth',GRP
'face_with_tears_of_joy',GRP
'blame that pretti rich consid done zero want senat',IND
'that racist nose doesnt even look creat typic black woman racist',IND
'best season doesnt mean rolling_on_the_floor_laugh fuck',IND
'dumb wear next game',IND
'shit said tweet face_with_tears_of_joy face_with_tears_of_joy',IND
'knew werent real republican commit parti need leav disgrac everi member work toward solut constantli potu quit alreadi',IND
'haha hard sure relat correct trump realli liter own compani joke',IND
'transpar act women victim truli liber wouldnt know hurt real women realli need help',GRP
'civil right right kill child child right peopl control law save live children sink',IND
'ride run lower fucker',IND
'dont want health care want rich peopl less tax dont care dont want control afraid immigr full hate control govern',GRP
'talk dumber look maga',IND
'feel sorri voter good choic',GRP
'juan contribut know side play pretti much know go listen watch paint better nauseated_fac',IND
'leftist collus parti',GRP
'sexual assault # trump famili time # maga girl stay silent',GRP
'especi play good religi interview serious imagin pull crap interview & amp imagin interview suprem court justic spend much time talk pure',IND
'fuck yeah',IND
'empti soul',IND
'away child bore cant even entertain pile_of_poo',IND
'nobodi care paid protest polic need hold lock',GRP
'journalist spread fake info paint peopl forget & amp tear religi book prove stupid fight caus moral mean',IND
'back star better jealou',IND
'anyon surpris presid commit treason russia elect pick rapist suprem court # # deplor # maga # # # # # kavanaugh #',IND
'suck plan team',IND
'fuck',GRP
'cant stupid # maga # qanon # thursdaythought # drainthedeepst # # wwg1wga # walkaway',IND
'knew find liber fault face_with_rolling_ey',GRP
'long might make sens',OTH
'brett kavanaugh suppos sell point candid midterm elect becom enough lie away liber listen ignor stori pouting_fac pouting_fac pouting_fac pouting_fac',GRP
'conserv becom parti',GRP
'free thought shit lmaoooo',IND
'# liber sick disgust anim brain',OTH
'fit women meant look even dont give shit',GRP
'# control activist david suggest ar15 use shoot',IND
'long thought liber children adult bodi',GRP
'cours rememb biggest hypocrit histori chang rule constantli #',IND
'nose know loud mouth immatur punk media place use promot control line order bring attent control debat know noth',IND
'upon sure fault',IND
'mother derang left make littl boy realli go happen pure evil # votedemsout # maga # 2020 #',GRP
'aw good',IND
'shyt ',IND
'broke littl might caus desper action die that',GRP
'push limit',IND
'serious realli believ crap dont move offens ugli side',IND
'never plan testifi quickli liber never learn know tactic predict action & amp respons know think & amp research that hate cant control',GRP
'# well shoot keep happen stupid law time american woke someth keep happen prayer go help proper control law',IND
'nation full tweet peopl mobil mean pay peopl mobil caus violenc spoke antifa offici group terrorist',GRP
'serena bulli threaten shove ball line judg open point away lose fault went point lost match threat she bulli',IND
'left becom bunch thug # #',OTH
'love dont give isnt mental danger idiot',IND
'call intellectu know smarter intellectu',IND
'joke lefti behaviour disgust',IND
'latino freak',GRP
'talk worst year player histori',IND
'woman noth play tenni constantli disrespect insan whole apolog',IND
'child retard',IND
'mean communist antifa peopl come defens despit shit polit team sport dumb',GRP
'asshol go jail happen $ paid compani mueller know',IND
'mean',IND
'traitor',IND
'pick fuck',IND
'peopl alway bullshit & amp miss anyth anoth person cant shit togeth fail & amp better time anyway',GRP
'stupid',IND
'well stream alway porn titl go love porn',IND
'domino ',OTH
'mute tri shit posit work mexican isnt kind pedo garbag',IND
'jack conserv tweet',GRP
'voic domest violenc lobbi drown # cdnpoli',IND
'anoth “ good gun ” need common sens control legisl # # # document alleg mass murder thought wife cheat',OTH
'go tell time fuck block report who current presid',IND
'maga pervert noth innoc satan',OTH
'realiz ridicul radic tweet sound right tri mobil antifa',IND
'look suck goe hear',IND
'brutal hope sell team',IND
'mouth & amp evil friend opinion #',IND
'need seriou help anger manag case studi',IND
'chanc blew',IND
'need control right wait guess doesnt stop crimin abid citizen known think want control disarm',GRP
'dick sell quick',IND
'citi # chicago polici promot growth # return lack daili kill control issu #',IND
'didnt money account stuff stranger everyth obsess hope die',IND
'listen liber democrat demand transpar well transpar said start thread care wish',IND
'want # maga stop intellectu properti china away china give busi countri busi move countri make look weak china crook',IND
'omgh leg ',OTH
'look sign gordon deep threat hurt need come play',IND
'wait mean gon na',GRP
'piec human trash go away nobodi care constantli face think trump act despic call go live tell peopl attack conserv',IND
'anyon support control racist',GRP
'stand care human side',IND
'youv becom anoth nail trump',IND
'communist # putin daddi # maga',IND
'dont support control support say read histori find part reason',GRP
'someth must spout wan na someon give beat first let park around black women much better find white peopl much',IND
'deplor dreg societi say # make crimin think # maga # wwg1wga # qanon # draintheswamp # drainthedeepst',GRP
'glad work hard shame physic thing simpl understand talk write clearli',IND
'look mirror lefti bigger bulli antifa progress leftist tri “ get face ” right',GRP
'say nigga boycot nike militari racist militari fuck nike face_with_tears_of_joy',OTH
'alway lier',IND
'said thing liber presid trump deport immigr tri deport peopl countri & amp follow rule come come crimin turn & amp anoth point view',GRP
'antifa shirt',IND
'babi arent futur suppos suck dead bodi put trash that thing',IND
'obama preach control drug cartel mexico advoc open border piec shit worth obama',IND
'wrong time long piec carri #',IND
'last night watch whole second celebr never heard start talk platform liber ruin everyth',GRP
'line suck',OTH
'nigga made know brought back',IND
'unhing liber scare wont abl murder babi demand normal ration peopl common sens fake accus stall',GRP
'anoth brat block antifa thug lock come anoth except scream rape middl room stuck mouth whine prove wrong',IND
'plenti conserv work afraid share racism hate democrat sicken',GRP
'fuck fuck although conserv fuck right',IND
'see post pleas legisl regard control hand legisl need support mental individu',GRP
'probabl death threat vote like lot support # maga voter',GRP
'rest america swamp washington washington worst place decid what good america',OTH
'democrat continu rapist democrat republican allow rapist presid isnt',GRP
'cant believ fuck die red_heart',IND
'white liber color easili wors bigot noth coward want keep kind ident polit thank peopl see evil',IND
'boss conserv shouldnt made weak leader wouldnt happen tri left wing crazi freedom speech coward take posit trudeau',IND
'need away want media advoc control',IND
'god part let hope conserv part stay poll dem desper fraud',IND
'obama holder cop get kill year hate enforc civil',IND
'control disgrac',GRP
'dumb',IND
'pleas bitch pop lump dumb sister skull',IND
'willi lost half fan get involv polit believ support open border control smoke much dope guess common',IND
'mean loan borrow bank forc provid democrat liber provid racist peopl dont problem',IND
'fake news right mind along',IND
'standard trudeau “ liber ” emot manipul canadian think canadian stupid',GRP
'empathi presid presidenti trump hope',IND
'awesom awesom dont call shit movi well bitch fire left leav',IND
'never rest career hope season caus that good nice',IND
'good miss guid follow seem idiot & amp think perfect even though investig disagre still look better model america',IND
'fuck dont start work soon whole shit',IND
'gon na antifa idiot shot fast face_with_tears_of_joy face_with_tears_of_joy dont even realiz owner usual realli awar what go around',GRP
'favorit play mass murder real life',IND
'think know go lose anyway noth lose battl suicid think tactic unfortun stay news',OTH
'agre antifa arrest start troubl',GRP
'dont rememb time liber believ',GRP
'lost soul father real good',IND
'nut',IND
'support control grinning_fac',IND
'prosecut wast beauti person incompet ruin famili friend live know littl love',IND
'swear nigga make wan na turn phone',GRP
'conserv person believ need becom elect dont well dishonest dem think violenc wors conserv need abl defend love one',GRP
'everi western countri that elimin mass shoot effect control lie fit',GRP
'anarchist treason free america antifa',GRP
'democrat social # maga # kag',IND
'state level crime alleg offend silli liber crime commit kavanaugh probabl liar ford # #',GRP
'hand control',IND
'thing fascist left antifa anarchist socialist democrat folk right embrac authoritarian fascism look trump attack rule putin',IND
'keep nationalist nonsens democrat midterm rais tax youll abl page everyon univers health care control save live learn eventu',GRP
'dick figur lie enough peopl start believ right leftist playbook',IND
'sexi',IND
'think racist touch realiti treat presid realiti show star empathi suffer tell truth mental incap presid countri',IND
'fire arrest clearli use drug',IND
'well realli sure went claim punch women asshol complet wrong tweet noth clear fact punch suck',IND
'kick absolut',OTH
'wont look never take time',IND
'stop spread fals news hurt enough dont need shit',OTH
'obama done noth problem offic go tell stori trump abl hope control',IND
'disgust need polit schumer corrupt kind politician american tire countri brett kavanaugh vote american stand',IND
'even chri said peopl normal stop first warn second warn serena kept go suck end keep argu make comment second warn expect',IND
'fool respect',IND
'fuck footbal',IND
'guilti',IND
'broken gon na abl demon form ) gon na cool use everi battl',IND
'half heart apolog goe away conserv anyth close ruin life mental derang liber total disgust jerk',OTH
'begin sound stuck record dont find someth less bore instead',IND
'kerri need prosecut collud iran need done quickli secur & amp remov',IND
'metoo movement democrat & amp hate group antifa anoth form lynch oppos agenda metoo peopl jump name justic mass bulli threaten expos',GRP
'cant tell stori whore life fuck peopl money except',IND
'trump start mess stop doesnt part problem',IND
'traitor think',IND
'polit slap face women realli abus liber know leader told whatev power pathet',OTH
'mother spoil still love brat thing happen brat deserv still child norm realiz',IND
'year republican deni obama pick outrag phoni fake presid',IND
'lmao',IND
'inde follow sometim',IND
'went high school dumb liber area',GRP
'hate solut chang playbook loser',GRP
'total question make million dollar still make live uneth',IND
'dont pig dont life outrag bill clinton keith ellison protest hypocrit # maga',GRP
'mayb consid instead theresa isnt real name she conserv terrorist rainbow',GRP
'say stand sensibl control # hypocrit',IND
'outrag someth credibl instead # maga',IND
'peopl love david think water dick obvious',IND
'advoc ridicul',IND
'that mess # walkaway water zero control demon within that happen & amp stupid folk will soul devil satan defeat 2016 # americafirst # maga',GRP
'fuck $ $ littl',IND
'care sick head',IND
'there video coach liter admit lmao mayb read strong shitti opinion',IND
'kerri noth damn politician go tri undermin presid traitor sure better watch',GRP
'especi fascist nazi tell profil peopl pathet shame',IND
'arent conserv religi isnt republican parti denounc denounc antifa',GRP
'understand mean america read creat declar independ share american fellow citizen # maga # kag',OTH
'pedophil crimin deserv fire',IND
'violenc twitter account support potu made list target',OTH
'eric holder prison',IND
'good shit great model young kid play footbal stand believ',IND
'holi shit better drink eat nauseated_fac',IND
'dead mass shoot bank build deep state fake news crisi actor control bullshit',OTH
'love hate brown show realli screw kid back pleas favorit & amp jerri mayb show',IND
'never talk shut',IND
'bullshit daughter watch tenni match deserv william fan game',OTH
'know look outsid lost shit remind head funni',IND
'nigga tweet hope drown',IND
'explain leftist',GRP
'antifa creep tri look cant help',IND
'worst expect consid person gain confirm',IND
'busi monster',IND
'come dirti pervert point',OTH
'type “ you think everyon you ” read mean question refer reader case reader effect',IND
'antifa display hate disagre hypocrit',IND
'histori time better left united_st united_st',IND
'local nation news youd follow anyon outsid liber know major conserv outrag',OTH
'quiet shedevil ',IND
'# # congress sexual assault # folded_hand # maga # want know # hypocrisi # sicken # # & amp # thumbs_up #',GRP
'point umpir call walk fast toward offici call moron think clear need help perhap',IND
'thank time hahaha',GRP
'pedophil cathol church',OTH
'liber wonder dont want bathroom',GRP
'mayb caus hate',IND
'# foolish # idiot whatev sabotag liber act complet respect million legal voter vote #',GRP
'go system know crimin ( illeg ) reput easi rather simpl ( illeg ) person',IND
'make best countri though noth special throw make butt hurt',GRP
'puppet dont move back work mouth noth',IND
'holder ethic challeng total disgrac offic',IND
'fool',IND
'definit that sure she professor univers folk # trump # maga',GRP
'quit obviou moron star total canada alreadi extrem control law crimin never never special kind stupid believ ban',GRP
'beto clown support kneel thug',IND
'proper author despit corrupt organ',OTH
'liber decid ( despit control ) eye',GRP
'cant watch move',IND
'funni even woman brought wade # scotu later thing medic emerg requir abort ( though rare ) & amp anoth liber celebr kill children & amp pretend health care',GRP
'your liter white nationalist radic enemi state your lucki your hunt feder agent terrorist state place soon enough # theresist # # antifa',IND
'fuck alreadi',IND
'unfit offic mental derang unstabl',IND
'funni fuck',IND
'# liber real definit trump derang',IND
'brain still somewher lost liber plain delusion matter oncoming_fist',IND
'american terrorist need strict punish thug stop antifa # #',GRP
'suck kill team',IND
'help mental good liber serious disturb',GRP
'husband loos crook fake throw paper towel lost realiti dont know help need lot help',IND
'surpris conserv want power life death away govern',GRP
'liber complain',GRP
'antifa domest terrorist group',GRP
'murder whole depart asham cover shame dalla noth respect depart handl situat crimin show dont care citizen dalla',IND
'hospit shot dead blame control law',OTH
'send piec pile_of_poo wouldnt nice great build wall time time hillari clinton suit',OTH
'that need bring control even better shoot foot real well go harass school shoot',IND
'shame damn',IND
'wrong white proud & american woman happen white repres soooo done ident polit liber',GRP
'need quickli music suck care polit view unfortun ignor realiz concert went polit complet ruin complet',IND
'safe anyway liar never bottom liar',IND
'accord student spoke anonym hall replac even #',IND
'clown think go make point spew garbag look higher mayb higher offens',IND
'beto move support home',GRP
'charact call charact',IND
'acknowledg exist time block give break nobodi funni comedian gave away power hate lost almost everyth',IND
'fuck sorri',IND
'bullshit live daughter goe school consid clearli move fraud citizen',OTH
'your yesterday # fakenew tri make desper noth # liber & amp # democrat care happen minor high school your victim anoth metoo sexual',IND
'conserv think success corrupt nearli destroy brainwash decad accept anyth free trade label good anyth',IND
'know muslim socialist still arrog believ think good politician tell mani “ stupid american voter ” gullibl',IND
'# flame rest liber clueless chang',GRP
'outsid killer',IND
'isnt bill worker bill worker good record mean play game argu berni vote control live black peopl chicago neg',IND
'time respons took three month respond bodi alway take month yall time respons shit',IND
'outsid pussi sister wan na talk',IND
'& amp serious bigot platform run label children black stay school # # maga # kag',GRP
'doesnt leav countri america',IND
'round alway didnt work time rude #',IND
'mass',IND
'obvious care ruin attack conserv left control blind',GRP
'fuck say she didnt shit bitch sick annoy bore play great game even great player said good',IND
'receiv death threat teenag daughter protect famili',IND
'well realli realli smart noth wrote book true good lord shit hear everyday realli need ope book',IND
'control kill peopl',GRP
'youll spend final day hell sink',IND
'stupid make',IND
'trump post shit know distract someth go #',IND
'peopl give shit someon health know anyon health look know mani super healthi peopl peopl',GRP
'surpris didnt shoot student prove control import glad dont send kid colleg wast money turn head',GRP
'# metoo movement ‘ divid women & got ta stand jeff # maga # wwg1wga # confirmkavanaugh',IND
'# putin everi # maga',GRP
'anyon guess & amp week world end give money & amp tomorrow know everyth listen # maga',GRP
'sexual issu kid liber ridicul',IND
'believ trump abus woman mayb physic definit mental husband afraid speak',IND
'fuck yeah',IND
'year loos hollywood doesnt look good gon na walk might order #',IND
'sadli given hypocrit uneth behaviour day view claim alleg made huge',GRP
'hate think irrelev opinion matter bitch',IND
'look joke liber # # #',GRP
'bitch pleas commi dem one ride hell destroy democraci republ',IND
'gross ',IND
'welcom',IND
'dont know soro know right action ( antifa ) play ident polit claim left violent that help anyon',GRP
'john kerri swamp noth noth less know clown news network',OTH
'everyon life stori excus anyon blame produc invit show clearli well & amp shouldnt posit happen manag allow either',IND
'yall gon na fight control yall laugh liter pull shoot',IND
'parti violent liber antifa hood beat stranger know noth great & amp honest good keith ellison women tell',OTH
'honestli know stupid actual surpris dumb easili peopl countri hell shit everi white redneck scream “ yeah maga babi ”',GRP
'vote know found fraud',IND
'total narcissist comment umpir never match long live think defeat disgrac sport',IND
'coward cant feel judg other look sure peopl call',IND
'bitch daili remind love',IND
'report ask question senat act babi realli adult shame shame',IND
'fuck',IND
'skull probabl play super easi home',IND
'bright ',IND
'moron real american proud accomplish disgust show truth',IND
'dont agre want real play fuck marri soooo bore she stupid',IND
'lunat democrat politician antifa georg soro think money talk lunat money money',IND
'got ta give credit compet',IND
'politician sell countri',GRP
'shit real research get done',GRP
'california control law prevent',OTH
'quit good fake must done time',IND
'skull beat let',GRP
'bitter',IND
'cute fuck',IND
'meme',IND
'sort control noth seem realli good noth',GRP
'chanc peni thousand she rememb specif pizza pizza year look dem ancient memori base accus # # maga',IND
'antifa final die commit suicid nice',IND
'eric crook that',IND
'said mani time liber conserv side back pocket canadian',GRP
'think pope other prosecut cover protect child rapist',OTH
'forget #',IND
'idiot smart either',IND
'whistl minut never vote liber thing moder accept liber mean hide hate scum fool think give shit',GRP
'holi shit lawyer fals footbal player head',IND
'shit',IND
'jone ban violat twitter blue spew wors kind shit go play anyon ban card shouldnt peopl receiv ban #',OTH
'anoth realli stupid singl issu anyth get mock belief',GRP
'she great comedian',IND
'think hope someon care even',IND
'presid trump promis real reason hate',IND
'fault isnt make father anyth father coward question hand time',IND
'beto advoc control leav',IND
'expect emerg messag trump say collus gon na someon # resist # maga',OTH
'actual',IND
'tell suck sure',IND
'presid isnt radic anyth that much # # greatawaken',IND
'favor control that correct say',GRP
'thing antifa coward bitch smart',GRP
'forget speak speak delusion disgust truth worth trash pick come',IND
'sick dude',IND
'liber investig liber believ trump order investig privat citizen dictat',IND
'antifa anti fascist ( told wouldnt throw unless',IND
'canadian live canada special forc handl everyth ( anti tank weapon ( lack control fuck part countri mani moron gun',GRP
'fault blame',IND
'# # maga good day',IND
'hahaha lunat liber busi signal still dont',GRP
'# feinstein need husband investig # china deal post offic deal',OTH
'well weve fuck almost fan',IND
'bitch wan na know',IND
'still go jail #',IND
'fuck world free spout bullshit jail even investig rape',GRP
'absolut hilari liber predict',GRP
'fool',IND
'she',IND
'isnt much liber ignor know mani thing arent',GRP
'realli side mess peopl side talk bout shit',IND
'gone high rolling_on_the_floor_laugh',GRP
'wonder dem idiot fine exampl teach protest dem grow becom presid antifa',GRP
'hate speech main stream media need lock daili democrat liber progress look march sign & amp speech definit hate speech',OTH
'full shit',IND
'talk dont need excus need money ” skull face_with_tears_of_joy',IND
'that true theresa call conserv enough',OTH
'republican parti sexual assault girl judg sit highest court land make decis women health # maga',OTH
'dope',IND
'conserv mean peopl work tax help support peopl guess dumb think appreci instead want start pay tax much love spend',OTH
'sorri ask',IND
'clapping_hand clapping_hand clapping_hand clapping_hand clapping_hand clapping_hand get neg anyon alway defend behavior show littl girl clapping_hand clapping_hand clapping_hand clapping_hand clapping_hand',IND
'( confirm ) done deal said said she leftist antifa nobodi',IND
'serious lie',GRP
'pussi differ time never black life',GRP
'long went follow ( who quit possibl pay servic ) point ( dont rememb who ) get guy asshol bill',OTH
'opportunist liar proven whole argument fake news',IND
'clinton class respons idiot like land twitter jail ( total worth hope offic',IND
'conserv keep tell million immigr ruin economi number sever time help',GRP
'# # # conserv must answer crime # # # tori #',GRP
'refuge destroy countri radic islam countri # # # canada # conserv',GRP
'isnt propaganda push corpor lobbi group care profit profit idea rest look ar15 stuck',OTH
'major suicid provid evid control reduc homicid',IND
'sorri democrat parti parti hate form antifa final back offic economi peopl job liber peopl trashi ignor thing',GRP
'fuck that racist dont wan na dude call selfish want report',GRP
'done base drunk lie',IND
'vote cruz beto part deep state turn control back corrupt liber',IND
'stop pretend cathol church seat satan earth',OTH
'absolut furiou fellow conserv sound credibl true guy memori goe back day',GRP
'flag she “ professor ” liber school she “ healthi relationship men ” she antifa stop conserv judg presid trump even',IND
'among friend terrorist love terrorist',IND
'creepi pedo desper tri relev world trump',IND
'trump done',IND
'antifa hold posit polic racist kill gener call attack enforc attack cancer bodi attack bodi even system',GRP
'tough it ‘ s easi hold fuck hard',IND
'girl said “ what fuck ” wish money concert reaction lmao',IND
'vile tri bitch time know that control convers paper',IND
'say wors clue shit gon na terribl that case gon na explod',IND
'liar hilari clinton',IND
'correct liber deliber',GRP
'cant even listen idiot liber seem short',GRP
'allow control wouldnt happen',GRP
'realli thought come back',IND
'# republican grow ball start play dirti liber asshol',GRP
'fake news propaganda enemi countri',OTH
'brain effect attorney america mayb effect brain meant',IND
'caus theyr asshol',GRP
'still find hilari peopl think liter respons comment liber upset get liber upset kind accomplish',OTH
'woman town asshol follow home beat',IND
'nut imagin devil',IND
'that lobbi govern fund use argu control gun home dont make quit opposit',GRP
'vote known racist',GRP
'amaz democrat alway lead poll liber live poll control liber insan',GRP
'worth slap cock # # smiling_face_with_sunglass',IND
'presid',IND
'suck',IND
'love cop much make life goal away tool need stop crime live risk support antifa thug assault cop cop bastard',GRP
'liber realli display hate & amp messag divis republican realli need advantag welcom disgust democrat enough parti & amp want polici & amp insult',GRP
'# liber # conserv # & amp # & amp # # # constitut & amp # justic # # corrupt & amp # collus # %',GRP
'arent make woman make liber support cover woman bodi garbag might rape given moment',IND
'# kavanaugh cant back nomin couldnt back # charg follow dem back congress investig conserv impeach high crime & amp',IND
'part know she sick know crook life she sick woman soul',IND
'left lean freak attack attack back mani conserv happi bitch complain fire peopl left energi lot thing dont chang go loos',GRP
'communist destroy america lock trump2020 united_st',IND
'yeah sure antifa antifascist free speech everyon liber conserv centrist fascist communist anarchist live fascist state ban think hate speech',GRP
'somehow trump help wonder thing want away religion',IND
'talk chines leader see',IND
'bitch took year',IND
'look tori 2018 must escap nightmar still polit tori dont want',IND
'retweet time maga trump2020 beyond',IND
'anyon assault harass stay sexual harass coach rememb yesterday almost scum',IND
'kind class take class',IND
'dont door',IND
'liber sure walk danger line',GRP
'cheater casey ',IND
'kerri full shit undermin thing know iran babi want keep matter cost',IND
'media stop report happen view perhap view conserv america want know voic watch rest busi watch hollywood liber',GRP
'altern peopl die hurrican half',IND
'how fund page work believ anita antifa left head full crap keep drink smoke',IND
'dear endors made your view left hate presid your moron run hope beat',IND
'right thing # liber # democrat rapist crimin kiss white',GRP
'good start remind peopl worst administr histori obama help black hispan presid sent fill cash iran sent gun mexico kill peopl start control riot start riot',GRP
'yall bitch',IND
'antifa need good beat',IND
'complet reason govt lie hit clearli backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton backhand_index_pointing_down_mediumlight_skin_ton',OTH
'million kid poverti screw univers credit system economi list common build countri noth',OTH
'snowflak liber',GRP
'republican constantli tell respect enforc ignor control',OTH
'send anoth',OTH
'face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ass even believ truth truth lmao & amp know water damn cant even believ come lie mouth',IND
'shit',IND
'fear white peopl',GRP
'anoth illeg antifa girl',IND
'trump call trudeau dishonest weak conserv conserv canada trump support accept fall trump',IND
'love first girl crush first heard hardcor',IND
'conserv antifa left wing terror group use fascist tactic violenc silenc oppos view differ “ ” brown shirt thug',OTH
'terrorist croni unfit hold public offic proper # brexit support tori wipe polit',IND
'wit report time obviou truth isnt qualifi conserv judg push “ presid ” legal & amp judg believ sit potu',IND
'wait liber feed poor famili',IND
'thank stand decenc liber left tactic lie hour lefti liber hater stori stink outsid # maga # tcot',OTH
'well unless live anoth countri presid long shot nobodi want hillari caus knew useless obama polici noth',IND
'democrat continu prove crazi',OTH
'get death dont wait',IND
'dude walk maga shirt ( mean fuck dude much left grinning_squinting_fac grinning_squinting_fac grinning_squinting_fac',IND
'least know call',IND
'that anoth crazi absolut correct mess presid head hand gone jail monster',IND
'coward',IND
'watch entir match serena lucki didnt match upset give warn coach coach even admit noth wrong enforc rule serena',IND
'hope trump nobodi notic better dick fall happen soon thinking_fac face_with_tears_of_joy',IND
'# # conserv proud folk #',GRP
'that weirdo tweet video game hurt feel ahead block',IND
'earth think antifa need fund anyth kick nazi free busi',GRP
'fuck dont care friend real friend lose anyon special cant even real friend that',IND
'# maga ignor everyon know true',IND
'love stop racist censorship',OTH
'bitch whole tweet bitch alway talk shit back lmao admit',IND
'follow patriot alreadi rest appreci follow back # maga thumbs_up',GRP
'talk zero credibl anyon lie lie america back rock wife said go “ the john ” scandal “ the georg ” # liar',IND
'find voic voic choic women need worri respons sexual safeti import # metoo alreadi know',IND
'treason bloodi somewher',GRP
'action talk bullshit walk',IND
'caus never happen gon na tweet shit make sure fact face_with_rolling_ey',IND
'utter left respect support think',GRP
'# step show sens nation collud tear india apart work hard india shame liber',IND
'wonder shit caus send punish good guess christian follow trump',GRP
'bother feel whoever still support racist half black daughter daughter black dont famili doesnt anyth wrong support',OTH
'damn hope find bitch face_with_tears_of_joy bought yesterday lmaoooo',IND
'agre trump nazi hook control right hitler playbook nazi come control dem need moder',IND
'clown need maga listen noth noth less total fraud',IND
'innoc proven guilti think time think lie someon pay',IND
'lie tori parti & amp tori parti member remain refus discuss tori parti pleas total liar hook corrupt',GRP
'realli countri leav take rest liber',GRP
'save evil hillari clinton deep state go person cant wait hillari brought militari treason death believ',IND
'fake conserv fake outrag budget betray',GRP
'understand someon know debat will spend much time tri chang mind someon dont know tri peopl control stupid wont understand',IND
'qualifi politician vote anyon believ fail democrat parti agenda discredit success presid economi idiot gave iran million support terrorist',IND
