@relation Train
@attribute word_tokenize string
@attribute subtask_a {NOT,OFF}
@data
'evil must stop major part swamp # maga # wwg1wga # draintheswamp # qanon #',NOT
'thousand control law one arent “ sensibl ” enough',NOT
'sweet',NOT
'meanwhil greatest economi job black hispan histori kick ms13 illeg deport daili back tabl trump drain corrupt # # maga2020',OFF
'look sign gordon deep threat hurt need come play',OFF
'reason control hand',NOT
'wait mean florenc gon na',OFF
'he/sh lie claim didnt know date look tweet argu say theyr date plu care hold hand public face_with_tears_of_joy',NOT
'piec human trash go away nobodi care wack constantli face think trump act despic call go live televis tell peopl attack conserv',OFF
'*rich liberals* ',NOT
'dont worri fellow # antifa # resist member made excel plan stop russian influenc good call gener plan invad russia western border three differ armi group cleans popul',NOT
'anyon support control racist',OFF
'',NOT
'industri stand care human side',OFF
'antifa republican year didnt care',NOT
'hold conserv & higher standard hold',NOT
'love reason smile tear preciou human earth mood poor cant afford spend much that encourag better life',NOT
'go plastic bag credit auster even back promis self employ',NOT
'democrat liber continu sabotag novemb elect intellig thing veteran',NOT
'antifa church',NOT
'anxieti fuck suck',OFF
'dolt youv becom anoth nail hammer trump',OFF
'communist # putin daddi # maga',OFF
'dont support control support say infring read histori find part reason',OFF
'someth must spout wan na someon give beat first let park around black women much better find white peopl much',OFF
'anoth elitist touch patriot american',OFF
'deplor dreg societi say # make crimin think harder # maga # wwg1wga # qanon # draintheswamp # drainthedeepst',OFF
'absolut right propos anoth referendum power & amp negoti make brexit work belong cant call gener elect labour readi',NOT
'support say innoc #',NOT
'glad work hard shame physic thing simpl understand talk write clearli',OFF
'anoth jerk',NOT
'free speech antifa high tech',NOT
'mushroom peni syndrom definit impeach offens face_with_tears_of_joy # maga',OFF
'presid photo world presid',NOT
'look mirror lefti bigger bulli antifa progress leftist tri “ get face ” right',OFF
'go sever seat come kyle',NOT
'fine god prophet face_with_rolling_ey imagin offic fuck elementari student fine said',NOT
'announc espn',NOT
'substanti rape charg never investig # say judg kavanaugh burden turn innoc proven guilti head # conserv must side show come',NOT
'noth other quit hilari watch around idea # anonym year know gener resist dont support violenc actual fought antifa',NOT
'canada stand behind govern negoti dictat weak conserv usual',NOT
'say nigga boycot nike militari racist militari fuck nike face_with_tears_of_joy',OFF
'doubt least hate peopl planet mayb your look mirror',NOT
'jesu',NOT
'right antifa',NOT
'year mandatori minimum crime commit substanti reduc violenc control politician support dont care theyr politician first #',NOT
'stop_sign pundit news stop_sign backhand_index_pointing_right judici committe chair goe feinstein say refus join call left # maga united_st # # prolif',NOT
'clearli weather person worst condit tomorrow',NOT
'alway lier',OFF
'shake answer question clearli comfort # onpoli',NOT
'blind fash antifa need beat blind guy',NOT
'compromis activ investig sound obstruct justic',NOT
'yeah that antifa dress isi',NOT
'said thing liber presid trump deport immigr tri deport peopl countri & amp follow rule come come crimin turn & amp anoth point view',OFF
'call control prohibit state feder level',NOT
'# labour cant commit rule second referendum tri peopl & amp everi possibl vote posit either well voter # conserv # # brexit',NOT
'night club slaughter univers call control research uneth',NOT
'conserv stop cater fring group address issu major canadian deal everi white hunter vote conserv twice youd still loos need real option liber',NOT
'mean action serious offend vote # leav corrupt # # #',NOT
'hillari logic talk classic professor sound teach colleg',NOT
'better #',NOT
'confid rig',NOT
'liber philosophi guilti proven innoc',NOT
'antifa shirt',OFF
'babi arent futur suppos rip suck dead bodi put trash that thing',OFF
'antifa caught guard get confront last person want answer',NOT
'obama preach control drug cartel mexico advoc open border piec shit worth obama',OFF
'wrong percent time summer long piec toast carri #',OFF
'hero',OFF
'tune emmi last night watch whole second celebr never heard start talk platform click liber ruin everyth',OFF
'democrat leadership silent violenc republican reason explain respons antifa encourag',NOT
'conserv happen parti lost plot',NOT
'read comment women say didnt come slaveri choic wear maga hat talk trump',NOT
'go vote novemb hate parti toast',NOT
'alway song danc',NOT
'that start bubbl dem arent listen theyr barrel mistak dem serious need stop listen rage build never seen silenc conserv republican becom dem need listen',NOT
'shit',OFF
'still behind',NOT
'line suck',OFF
'nigga prob made know brought back',OFF
'sunday first player care stat dont need',NOT
'time conserv forget ignor',NOT
'unhing liber scare wont abl murder babi demand normal ration peopl common sens fake accus stall',OFF
'wrong',NOT
'what next pedophil becom tran bird stop see shoot member church satan join antifa abort label hate symbol',NOT
'anoth brat block antifa thug swing bike lock come anoth except childish scream rape middl room stuck mouth whine prove wrong',OFF
'ladi & amp fighter & amp bless',NOT
'chicago strictest control citi shoot weekend death injuri count',NOT
'plenti conserv work afraid share racism hate democrat sicken',OFF
'antifa',NOT
'your welcom hope excel wednesday',NOT
'glad anoth owner read constitut unlik crybabi peac protest # freedomofexpress # freedomofexpress still aliv that reason america great',NOT
'fuck fuck although conserv fuck right',OFF
'want invit antiantifa',NOT
'leftist activist bias stop judg need draw pictur',NOT
'done obama',NOT
'dashing_away dashing_away dashing_away dashing_away dashing_away',NOT
'ironi alert didnt thatcher sell council hous stock tri replac joke peopl',NOT
'see content post pleas legisl regard control hand legisl need improv support mental individu section',OFF
'well liber final destroy street what left',NOT
'probabl websit death threat vote shell like lot support # maga voter',OFF
'fortun rest america swamp washington washington worst place decid what good america',OFF
'bet dont choic',NOT
'exactli incred talk excit blue_heart blue_heart she brilliant',NOT
'look aw antifa flag communist flag coincid much',NOT
'hilari',NOT
'democrat continu rapist democrat republican allow rapist presid isnt',OFF
'never worri power',NOT
'thank greatest presid time maga',NOT
'maga make legit',NOT
'right side heard want truth kavanaugh republican better parti countri',NOT
'american nation wrong track united_st',NOT
'cant believ fuck die face_blowing_a_kiss weary_fac red_heart',OFF
'farmer grow stuff make land refus pure',NOT
'dont entertain shit',OFF
'right',NOT
'fuck gain post privat instead public',NOT
'cute',NOT
'white liber color easili wors bigot noth coward enabl want keep kind welfar ident polit thank peopl see evil',OFF
'boss conserv shouldnt made weak leader wouldnt happen scheer tri cater left wing crazi freedom speech coward take posit trudeau nafta',OFF
'# charact deserv love beauti innoc person deserv love world person ador give need protect adopt',NOT
'hello tire love',NOT
'need away want media advoc control',OFF
'make later',NOT
'# look figur go focus end game digniti seem resign much anyth anyon feel',NOT
'lip god ear antonio part let hope conserv part stay poll dem desper fraud',OFF
'haha true doesnt need valid follow keep spread hate truth',NOT
'organ resist leak campaign state dept derail maga agenda',NOT
'gold coin she cute “ diamond blue tree ” probabl product gold coin',NOT
'obama holder cop get kill year hate enforc encourag civil',OFF
'control scientist disgrac licens publish unamused_fac',OFF
'dumb',OFF
'fine',NOT
'governor state next',NOT
'funni think soooo',NOT
'presid trump gave',NOT
'pleas bitch pop lump dumb sister skull',OFF
'russ fuckindead ',NOT
'give rest # maga',NOT
'wonder ground seen went worri bodi build',NOT
'dont trust',NOT
'willi lost half fan get involv polit believ support open border control smoke much dope guess beta common',OFF
'veteran armi support differ presid differ period life gon na back watch disgrac # america happi support caus good countri # usa #',NOT
'antifa obsess trump',NOT
'mean ninja loan borrow bank forc provid democrat liber cite provid racist discrimin peopl dont problem',OFF
'tina thank red_heart hundred_point presid # maga hundred_point united_st united_st united_st united_st united_st',NOT
'pleas author articl someth rescu brexit forev feder plu conserv least trust tori',NOT
'# # need solv gun special fall elect focus elect actual # dnc # gop #',NOT
'govt announc consist afford polici labour conserv decad design immedi resourc requir never like implement sadli desir effect',OFF
'there say aint wan na loos wan na loos daddi',NOT
'fake news right mind along',OFF
'# meme face_with_tears_of_joy united_st smiling_face_with_sunglass drive feinstein # chines # # california # wethepeopl # draintheswamp # justic # # maga # wwg1wga # # # # # # kag # dnc # # truth # msm # fact',NOT
'standard trudeau “ liber ” emot manipul canadian think canadian stupid',OFF
'# tuesdaythought feel twitter govern presid trump violat censor conserv watch news come soon',NOT
'leader must much control overal protect young peopl',NOT
'without prior exist fascism antifa fascism antifa goe away',NOT
'empathi regret presid presidenti trump hope',OFF
'energi thank',NOT
'batman superman trailer awesom awesom dont call shit movi well bitch fire henri left leav',OFF
'believ step wors accord expert sociopath narcissist',OFF
'aaron never ring rest career hope regular season caus that good nice',OFF
'better call liber word liber ( moral philosophi ) & amp dont want word peopl dont know actual definit look word femin societi chang mean someth neg',NOT
'becom unhing game',NOT
'amaz',NOT
'peopl chang time presid chang stanc control first campaign perhap kaepernick embrac issu read histori subject histori dont seem acknowledg',NOT
'good miss guid follow seem idiot & amp think perfect even though multipl investig disagre still look better role model america',OFF
'correct',NOT
'offer differ view liber conserv univers',NOT
'fuck dont start work steel soon whole shit',OFF
'that want right pretti sure your suppos church “ peopl ” dont care around persecut face_with_tears_of_joy',NOT
'gon na antifa idiot shot fast face_with_tears_of_joy face_with_tears_of_joy dont even realiz owner usual realli awar what go around',OFF
'favorit play genocid path mass murder real life',OFF
'think know go lose anyway noth lose battl suicid think tactic unfortun stay news',OFF
'agre antifa nutjob arrest start troubl',OFF
'case anyon miss slightly_smiling_fac grinning_fac grinning_fac grinning_face_with_smiling_ey grinning_face_with_smiling_ey face_with_tears_of_joy face_with_tears_of_joy united_st united_st united_st united_st # maga # trump2020',NOT
'prepar dont rememb time liber believ',OFF
'plan parenthood provid million elimin pregnanc pregnanc doesnt potenti result abort conserv possess critic think skill whatsoev',NOT
'control enough enough',OFF
'got ta prove world bale',NOT
'conserv preserv institut young peopl constantli tri destroy age left brainwash take action young peopl concept sens maintain effect system connect destruct',NOT
'head switch nike control',NOT
'lost soul father real good',OFF
'sorri hear chri part famili admir fight strength battl word express sorri deal truli hope found',NOT
'liber dictionari illeg immigr dreamer trump support deplor ms13 killer human be human be womb human be antifa protestor abid terrorist bill clinton feminist brett kavanaugh predat',NOT
'good exampl democrat control',NOT
'nut',OFF
'who talk sens follow industri expert #',NOT
'everi comedian suddenli',NOT
'hope wont learn better control someth happen doesnt seem turn life around better foster care',NOT
'follow truli amaz woman follow',NOT
'support control grinning_fac',OFF
'prosecut extent tragic wast beauti person incompet judgement ruin famili friend live know devast littl comfort love folded_hands_mediumlight_skin_ton',OFF
'swear nigga make wan na turn phone',OFF
'your part problem regress liber # draintheswamp',NOT
'',NOT
'descript charg door that like point antifa equip ( which quit )',NOT
'noth opportun liber fals headlin cherri pick statement distort mean stall tactic deflect realiti',NOT
'beef thought liber',NOT
'# stopkavanaugh believ women except support kavanaugh # tcot # maga # rednationris',NOT
'conserv person believ need becom elect dont well dishonest dem think violenc wors conserv need abl defend love one',OFF
'',NOT
'everi western countri that elimin mass shoot effect control lie fit',OFF
'lib conserv simpl',NOT
'anarchist treason invad free america antifa',OFF
'even obama trade acknowledg trump clean global trade mess # maga # makeamericagreatagain # # # #',OFF
'myth democrat social debunk # maga # kag',OFF
'state level crime alleg offend silli liber crime commit kavanaugh probabl liar ford # # democratshateamerica',OFF
'thank explain second referendum use rewrit question manipul answer order power # peoplesvot',NOT
'demens ',NOT
'wasnt awar money sensibl control thinking_fac',NOT
'# schedul tonight check',NOT
'blood hand control',OFF
'thing fascist left antifa anarchist socialist democrat folk right embrac authoritarian fascism look trump attack institut rule putin',OFF
'what definit mass shoot headlin nation local death singl headlin australia tell mass happen control impos link reput sourc pleas',NOT
'keep bang nationalist nonsens democrat midterm rais tax youll abl page everyon univers health care control save live trumpster learn eventu',OFF
'dont liber understand alleg drunk teenag dont feder crime wrong peopl',NOT
'bull',NOT
'guess need doubl donat protect constitut bill right ) fast compani ‘ gun control group donat hurt everyon agre truth gun',NOT
'dick durbin figur lie often enough peopl start believ right leftist dictatorship playbook',OFF
'# # conserv wrong wrong left',NOT
'anoth liar broke oath',NOT
'sexi',OFF
'think racist touch realiti treat presid realiti show star empathi suffer abil tell truth mental incap presid countri',OFF
'fire arrest clearli use drug',OFF
'well realli sure went claim punch women asshol complet wrong tweet noth clear fact punch suck',OFF
'antifa tell peopl back sleep',NOT
'interest studi peopl gullibl rise antifa',NOT
'liber athlet berat offici turn sexism issu liber ruin everyth put polit everyth',NOT
'alreadi listen time fuck well made',NOT
'kick absolut shite',OFF
'correct line doesnt overal plan plan need start usual back bone line expand upon part start heavili use fund govern',NOT
'good exampl cant ar15 someon use control pussi',OFF
'well open night thumbs_up',NOT
'& peopl armi philippin help antifa vice versa suggest send philippin govern need know',NOT
'wont look never take bath time',OFF
'thank open border control texa',NOT
'year home today well tear receiv star week award miss',NOT
'stop spread rumor fals news hurt enough dont need shit',OFF
'shit disappointed_fac',OFF
'obama done noth problem offic go tell stori trump abl restor hope control',OFF
'preach god peopl deserv better',NOT
'disgust need oust polit schumer corrupt kind politician american tire countri thrive brett kavanaugh vote american stand',OFF
'kid',NOT
'ultim defens kavanaugh republican conserv media public america rape cultur latter neither race neutral',NOT
'fuck',OFF
'oop guess liber call racist nazi along name book',NOT
'thought trial couldnt effect usual give money friend',NOT
'even chri said peopl normal wise stop first warn second warn serena kept go suck end keep argu make comment second warn expect',OFF
'awww look cute beaming_face_with_smiling_ey winking_face_with_tongu',NOT
'rais hand your go fall next resist',NOT
'wonder',NOT
'go shake church ground',NOT
'tell senat cori “ spartacu ” booker stop take money pharma stop bias toward liber rememb custom republican',NOT
'fool respect',OFF
'report incit violenc trump support make list target trump support antifa',NOT
'fuck leagu footbal',OFF
'guilti',OFF
'liber keep pile peopl countri ideal preach upon women right respect doesnt make sens doubl talk',NOT
'antifa brain child democrat # democratshateamerica # democrat # antifa',NOT
'notic twitter block anyth certain billionair buy peopl accus conserv wrong',NOT
'love leona alleslev seen liber seen destruct choic servic countri trudeau father start destruct hasnt chang junior goal destruct either thank join',NOT
'thank',NOT
'good head case',NOT
'tell gone monday enjoy panic follow',NOT
'liber back corrupt ontario taxpay ontario begin process expos crime',NOT
'broken gon na abl scratch demon form ) gon na cool use everi battl',OFF
'condemn antifa attack peac time biden view someon bridg evil way demoncrat went dark think',NOT
'control keep terrorist shoot',NOT
'youv select liber cheat voter chang mind elect alleslev',NOT
'mine reason lock screen haha',NOT
'place promot blog free massiv traffic expect blog',NOT
'half heart apolog goe away conserv anyth close ruin life mental derang liber total disgust jerk',OFF
'spartacu',NOT
'begin sound stuck record brian dont find someth less bore instead',OFF
'liber stop noth',NOT
'sure realli diet hospit dont carri',NOT
'better check histori look back nazi germani compar antifa direct match democrat parti step behind',NOT
'kerri need prosecut collud iran need done quickli secur clearanc & amp remov',OFF
'someon tell voter least citizen cant imagin adult critic think skill vote',NOT
'forevaaaaaaaaaaa women_with_bunny_ear ',NOT
'thing mention mean noth love countri freedom countri mean anyth world # maga # kag',NOT
'metoo movement extens democrat & amp hate group antifa anoth form lynch oppos agenda metoo peopl jump wagon name justic perpetu mass bulli threaten expos',OFF
'cant tell stori rain whore life fuck peopl money except',OFF
'ador',NOT
'face juri instead pope',NOT
'trump start mess stop doesnt part problem',OFF
'girl fine',NOT
'traitor think',OFF
'( part girl question realli strang isnt',NOT
'right',NOT
'wonder presid ground burn hand meal spend time hurrican victim rare site presid care much american peopl love thank servic countri # maga',NOT
'polit slap face women realli abus liber know leader told whatev power pathet',OFF
'mother spoil heck still love brat thing happen brat deserv still sympath child norm realiz depend',OFF
'prove antifa member clown john wick imagin land',NOT
'eight year republican deni obama pick breitbart outrag phoni fake presid',OFF
'great comedi news much # maga #',NOT
'vote first time midterm # maga',NOT
'lmao',OFF
'liber america get free ear',NOT
'inde follow cutest sometim',OFF
'fast food',NOT
'dont even understand say',NOT
'amend none fund made avail titl use whole part advoc promot control state research want stay polit around control',NOT
'grade footbal look parent volunt help assist stand interest email',NOT
'went high school dumb liber area',OFF
'realli sever share nike capitalist socialist believ free market liber advantag hand keep stand repres lead golden path higher tax wealth share',NOT
'cours shouldnt caus obvious complet want delay time vote theyll come anoth plant everi suppos victim appar “ rape ” liber come alway look lesbian teacher',NOT
'hate monger solut chang playbook loser',OFF
'well wouldnt rush didnt alleg juli dont fact good slander conserv right',NOT
'total dodg question make million dollar stormi daniel still strip make live uneth',OFF
'trump declassifi inform noth subject investig repeatedli said much back',NOT
'regist vote regist registr connecticut novemb',NOT
'lost believ',OFF
'dont pig dont life outrag bill clinton keith ellison protest hypocrit # maga',OFF
'mayb consid instead theresa isnt real name she johnson conserv terrorist chequer hearnoevil_monkey smiling_face_with_halo white_medium_star rainbow white_medium_star',OFF
'common sens tell lie stori stink justic metoo movement forc give platform answer question taken serious consequ proven without doubt lie',NOT
'cakefriend ',NOT
'feel okay come across hyster',NOT
'say stand sensibl control # hypocrit',OFF
'come control instead thing never pass america',NOT
'love video articl stori long great teach fact love',NOT
'antifa tough imagin never turn video game play',NOT
'sweet',NOT
'ford conserv hate display democrat freedom attack canadian right freedom hate minor constitut right # # canada #',NOT
'prove liber care issu republican control',NOT
'outrag someth credibl instead perceiv partisan # maga',OFF
'peopl love david think roger water dick obvious',OFF
'lie lie',NOT
'advoc ridicul',OFF
'that mess # walkaway water zero control demon within that happen & amp stupid greedi folk will submit soul devil satan defeat 2016 # americafirst # maga',OFF
'bear vote abort control presid legal issu',NOT
'cant tell # conserv didnt keep till time final potu vote #',NOT
'fuck hilari',OFF
'lie # kavanaugh # maga',NOT
'lord master blah blah blah liber dramat',NOT
'fuck $ $ littl donni',OFF
'violat conserv freedom speech censorship import thought today use conserv tomorrow depend hold power sound commun',NOT
'everyon attack antifa type group never jail get extrem neg media coverag insight violenc except #',NOT
'ador',NOT
'care sick head',OFF
'your talk kavanaugh accus even conserv seen havent dismiss',NOT
'much trump mental presid respond badli opposit well prais graham need mueller investig & amp judg trump ask step presid & amp pardon whole famili judg place',NOT
'ummm there video coach liter admit lmao mayb read strong shitti opinion',OFF
'white_heavy_check_mark libel white_heavy_check_mark shit fact check white_heavy_check_mark must antifa white_heavy_check_mark',NOT
'trump blame immigr come liber notic like think head wast spend longer pass broad budget need everi forbid divers without congression permiss',NOT
'kerri noth damn politician go tri undermin presid traitor sure better watch',OFF
'realli armi love famili',NOT
'former antifa',NOT
'total antifa work',NOT
'especi fascist nazi tell profil peopl pathet shame',OFF
'know wonder woman campaign bring back start think littl',NOT
'cuti',NOT
'arent conserv religi isnt republican parti denounc denounc antifa',OFF
'understand mean america read creat declar independ share knowledg american fellow citizen # maga # kag',OFF
'that',NOT
'pedophil crimin deserv fire',OFF
'true valid',NOT
'dont know even realiz',NOT
'exactli pure hatr blind never seen mob peopl realiz self awar crucial right local honestli stay focus & amp ballot',NOT
'incit violenc twitter account support potu made list target',OFF
'gener rule owe littl born make graham bell #',NOT
'punk thank red_heart thumbs_up',NOT
'eric holder prison',OFF
'# ukip # david # said theresa # may start organis leav deal & amp deal tabl told that deal # brexit ( # conserv )',NOT
'fuck fast holi shit',OFF
'good shit kaepernick great model young kid play footbal stand believ',OFF
'dont like boss instruct & amp long protect never give shite happen street countri',NOT
'knew girl excit',NOT
'busi owner involv lawsuit regular basi societi becom liber constantli look handout',NOT
'conserv & amp famili first form govern last conserv #',NOT
'holi shit better drink milk eat nauseated_fac',OFF
'nice group # maga follow back thank',NOT
'dead mass shoot third bank build downtown cincinnati deep state fake news crisi actor alert control bullshit',OFF
'relat anoth creepi fusion',NOT
'wide world sport',NOT
'serious consid mayb alway wrong & amp peopl correct wrong smirking_fac',NOT
'liber alway want hand want pant',NOT
'morn check maga kid book written illustr trump america love veteran # maga # trump2020',NOT
'love hate bobbi brown show realli screw kid back pleas drama favorit & amp jerri mayb show andi',OFF
'cant talk trump everyth promis economi better congress crook appoint special prosecut start arrest prosecut',NOT
'amaz project',NOT
'need address question presid trump hire lawyer hire robert mueller # maga',NOT
'# politicsl decis coalit fall year come',NOT
'report death church shoot dem alreadi call control shoot wait report pedophil content allow reason american media establish tri tell stop take',NOT
'friend told last year thank open discuss held hostag rather tell peopl price fix # maga',NOT
'never talk shut',OFF
'',NOT
'dreamer year compar call last minut didnt want testifi state captur move accord plan rememb year plan calcul',NOT
'legit',NOT
'bullshit daughter watch tenni match deserv william fan game',OFF
'know look outsid rush lost shit remind head funni',OFF
'know alway scari creepi around',NOT
'nigga tweet hope drown',OFF
'cover',NOT
'nobodi nation lost exist',NOT
'still havent answer question whether countri keep enforc offic safer control law subject limit amend #',NOT
'love cute smiling_face_with_smiling_ey',NOT
'job avail peopl fill said never # # trump2020 # maga # #',NOT
'explain leftist',OFF
'good mayb theyll give',NOT
'brain beauti love show prime time watch whole show',NOT
'# politicsl unfortun still discuss wast year perhap idea #',NOT
'hospit anoth brilliant brexit team',NOT
'what make',NOT
'anybodi explain mani stage',NOT
'less money funni person concern profit healthcar everyon countri want someon better still find someth doesnt involv seek rent essenti public servic',NOT
'“ she cuti',NOT
'second person minut tell appar sit fortun',NOT
'soro paid antifa christian conserv sure',NOT
'vulgar antifa creep tri look cant help',OFF
'princip conserv left build',NOT
'fuck',OFF
'proof liber left think told',NOT
'women knew marri vote sympathi burn hell theyr daughter theyr innoc women gun pant yell maga',NOT
'# # quot listen continu give hint still small voic shout true littl silent start feel person never',NOT
'debunk',NOT
'worst expect consid person gain confirm',OFF
'corrupt ( except ) social ( except ) control ( except need protect ) man_facepalm',NOT
'kid everi',NOT
'presid',NOT
'christian conserv dont orang neither black white green pink color name',NOT
'arrest holder high crime republ',NOT
'sweet babi want girl he/sh go becom strong proud black woman grow',NOT
'mayb someon show wear',NOT
'busi monster',OFF
'come dirti pervert pound point',OFF
'',NOT
'# westminst # # tori # brexit united_kingdom # # labour bunch # hypocrit angry_fac total # angry_fac angry_fac angry_fac',NOT
'type “ you think everyon you ” read mean question refer reader case reader effect',OFF
'control didnt wait leav decid deliv area alreadi fulli control rate month wast plu time sign trade agreement britain hold #',NOT
'break radic antifa',NOT
'fight',NOT
'danger liber sure open flood gate',NOT
'your ador quit basebal famili tree',NOT
'hater togeth extrem liber watch',NOT
'tough footbal manag appeal side except mayb liber ( sorri rant )',NOT
'know control stanc resid',NOT
'antifa display hate disagre hypocrit',OFF
'fantast histori time better left united_st united_st',OFF
'paint ball rang use antifa match last year',NOT
'antifa extrem make make face',NOT
'know went prison kill took quarter home ) given abl vote dont talk pardon given',NOT
'think mayb give anoth parti mayb',NOT
'local station nation news broadcast youd follow anyon outsid liber bubbl know vast major conserv outrag',OFF
'melania wear dont give jacket donald wear jacket alway said trump hous mani went without electr month cool',NOT
'# republican # conserv # independ listen # # democrat repeat # histori dont stand # confirmkavanaugh',NOT
'quiet',OFF
'# # congress sexual assault # folded_hand # maga # wethepeopl want know # hypocrisi # sicken backhand_index_pointing_left # backhand_index_pointing_left # backhand_index_pointing_left & amp # thumbs_up #',OFF
'biggest joke histori',NOT
'thank red_heart',NOT
'point umpir call thief berat walk fast toward offici call moron think clear need help perhap',OFF
'thank saniti time hahaha',OFF
'pedophil cathol church',OFF
'liber wonder dont want transgend bathroom',OFF
'entir argument ignor fact control affect abid citizen crimin think care background check restrict that call crimin',NOT
'former regard antifa',NOT
'liter incap',NOT
'dont know better dead nice messag heart good place',NOT
'conserv women invis liber make actual feminist know think know expect vote that',NOT
'even around beauti shot',NOT
'mayb caus hate',OFF
'bitt ',NOT
'beaming_face_with_smiling_ey beaming_face_with_smiling_ey face_with_tears_of_joy face_with_tears_of_joy import',NOT
'believ refer',NOT
'# foolish # idiot whatev sabotag liber act complet immor respect million legal voter vote #',OFF
'go system know crimin ( illeg ) reput easi rather simpl ( illeg ) person',OFF
'make best countri though noth special throw make butt hurt',OFF
'wouldnt easier close allow gun wrong hand articl center children famili provid good subject',NOT
'lose',NOT
'everyon gun feel control',NOT
'puppet dont move string back work mouth noth',OFF
'holder ethic challeng total disgrac offic',OFF
'fool',OFF
'even strongest conserv nomin still come',NOT
'good look',NOT
'definit strang that sure she professor altleft univers folk # trump # maga',OFF
'quit obviou moron star total canada alreadi extrem tight control law crimin never never adher special kind stupid believ ban',OFF
'name democrat leader endors open border second point nonsens climat chang & amp dont privat favor control & amp dont gun arm secur fantasi “ they ”',NOT
'beto clown support kneel thug',OFF
'grew california doesnt matter youv heard wors doesnt mean jack presid unit state watch beauti contest chang',NOT
'proper author polygraph despit corrupt organ',OFF
'best hope control ban bullet proof need terrorist',NOT
'liber mean conserv',NOT
'liber decid politic tragedi ( despit tight control ) eye',OFF
'cant legit watch move',OFF
'come back cant wait favorit ( live ) perform hope well',NOT
'funni even woman brought wade # scotu regret later thing medic emerg requir abort ( though rare ) & amp anoth liber celebr kill unborn children & amp pretend health care',OFF
'present work social challeng perspect differ conserv liber #',NOT
'hope america # get back togeth get back proudli show limit face_with_tears_of_joy #',NOT
'holder belong jail',NOT
'shine light dark world',NOT
'your liter white nationalist radic enemi state your lucki your hunt feder agent terrorist state place soon enough # theresist # # antifa',OFF
'hillari think dont believ poll',NOT
'fuck alreadi',OFF
'caus good time cover greatest corrupt made hussein obama administr come involv deep state',NOT
'want control offend fine',NOT
'couldnt care racism creat presid never heard word equal come mouth melt',NOT
'complet agre uphold second amend common sens control respons owner citizen need militari grade weapon high capac magazin find problem follow',NOT
'that like case think there quit number peopl',NOT
'dare pleas miss',NOT
'american conserv dont give shit terrorist group think believ',NOT
'still still sing amaz voic grate folk stand carri',NOT
'unfit offic mental derang unstabl',OFF
'doesnt mean collus treason',NOT
'netflix funni fuck',OFF
'cover thing well',NOT
'# liber histor real definit trump derang syndrom',OFF
'cours',NOT
'cours werent interest domest abus still domest abus hope didnt fake rumor shit actual care domest abus',OFF
'mean antifa use exact tactic brown shirt use bring hitler power',NOT
'sound',NOT
'friend probabl liber imagin will undermin nomin sure told month',NOT
'brain still somewher lost liber plain delusion matter oncoming_fist',OFF
'pyro ',NOT
'talk know',NOT
'ask evid prove wasnt doubl standard excus evid watch tenni year alreadi know doubl standard exist dont know question',NOT
'american terrorist need strict punish lawless thug stop antifa # blue_heart black_heart #',OFF
'return opinion money_bag',NOT
'exactli shine light core issu say year ear conserv start support conserv voic messag art alway fight defens posit',NOT
'that alway critiqu socialist privileg white antifa',NOT
'handsom think peopl donat shoe homeless veteran homeless american circl',NOT
'suck kill team',OFF
'funni werent great black women maga want pretend magic time read white & amp rule ironi wasnt even great werent rich whole draft thing',NOT
'help mental ill good grief liber serious disturb',OFF
'peopl side support antifa',NOT
'femal artist that fucken queen right hand argu face_blowing_a_kiss',OFF
'back tax still arm privat secur even scream control husband still talk everyday move glass hous',NOT
'real victim sexual liber politic horrend betray make angri victim rememb detail call still effect year later & amp counsel husband',NOT
'husband loos crook fake throw paper towel lost grip realiti dont know help need lot help',OFF
'# antifa warrior friend live',NOT
'common sens long arent throw civilian dumbass antifa protest whole violenc sometim necessari idea antifa communist spread retard yall your kill civilian dummi',NOT
'didnt lose talent battl demon & amp play embarrass franchis ideal situat believ still elit guess time tell',NOT
'# love life # # # # # day happi # day right',NOT
'surpris conserv want ultim power life death away govern',OFF
'unleash dana expos racist core leftist control # control govern tell doesnt trust',NOT
'cuti love',NOT
'liber complain',OFF
'dont judg ( clearli insan ) pin',NOT
'trump world name fine name name that # maga mean trumper',NOT
'look antifa note mani high profil name intend comment account use twitter account inform awar report sent angri tweet',NOT
'antifa domest terrorist group',OFF
'surpris',NOT
'said side good peopl everyon went white peopl antifa nuanc',NOT
'dont know think delus know realiz liber everyth',NOT
'bull',NOT
'# doubl standard paul # manafort # feinstein china # deepstatecorrupt # deepstat # # maga # kag # kag2018 # kag2020 # keepamericagreat # # # kavanaugh # confirmkavanaugh',NOT
'hair dont',NOT
'fuck yeah',OFF
'ear hurt listen voic sexi',NOT
'murder whole depart asham cover shame dalla noth respect depart handl situat aid crimin show dont care citizen dalla',OFF
'arent late antifa meet',NOT
'stop_sign news stop_sign backhand_index_pointing_right schumer feinstein hyster issu unhing demand delay kavanaugh vote # maga￼united_st # prolif',NOT
'sorri mother loss cant imagin grief go',NOT
'hospit personnel shot dead wisconsin winchest pumpact shotgun blame control law',OFF
'antifa hatr incarn',NOT
'',NOT
'look control man_shrug',NOT
'actual read liber leav liber anoth liber parti',NOT
'send piec pile_of_poo wouldnt nice great britain build wall time time hillari clinton suit',OFF
'mayb dont know music sound play full volum even set type went whole team use )',NOT
