@relation Train
@attribute word_tokenize string
@attribute subtask_b {UNT,TIN}
@data
'yeah made mostli fuck cool lunat dick want violent',TIN
'dont think place protest perceiv polic violenc whatev protest realli care local protest take knee doesnt make look ignor',UNT
'hope beat shit chair realli show',TIN
'gon na repli matter word sound shove',TIN
'behind crime date back billi globalist need call year sure time hillari',UNT
'dont trust right might shit',TIN
'shit # maga',TIN
'lost shit everyon class judg lmao',TIN
'dont forget # intern trade deal make life less afford averag work famili liber',TIN
'yeah point articl tri demon meet lawyer right defend charact right charact case woman feinstein pathet # ridicul',TIN
'good ( sarcasm ) great control law save live ( sarcasm )',TIN
'# want know zero respect & amp antifa style attack kavanaugh thought go drop bomb face cover & amp blow good man life expos polit hack shame',TIN
'cash donald take blue folk everi last lmao # maga folk sucker',TIN
'smell anoth fund georg soro follow money woman like never knew judg kavanaugh liber run scare judg conserv christian valu dirti politician',TIN
'said gordon drug call dipshit',TIN
'fallon woosi ',TIN
'beyond return crap affect american liber stupid wake understand what realli go step adult',TIN
'unhing republican parti question want wall control america illeg immigr someth unhing republican parti talk wall school shoot happen unhing republican parti mute',TIN
'beto joke',TIN
'everyon know brown crazi',TIN
'look bullshit',TIN
'theyv brainwash obama media theyr full hate conserv',TIN
'happen kid still aliv fraud',TIN
'fuck act father girl kill instead tell much love girl tell truth realli doesnt give shit kill crazi white',TIN
'obvious bitch',TIN
'correct democrat parti slaveri control',TIN
'look middl shit pant must mani',TIN
'clear offer solut & amp answer everyth & amp hope conserv elect westminst polit & amp govern much longer purpos',TIN
'dont understand logic anyway go accept mayb',TIN
'know upset loudly_crying_fac face_with_tears_of_joy',TIN
'still address solut make school preach solut',TIN
'investig reveal probabl isi attack worst case attack',TIN
'liber fool',TIN
'prove',TIN
'read flame pile garbag wrote nation call articl liber lose mind presid investig collus foreign govern nomin anyon suprem court',TIN
'issu ladi govern use tax support plan offer abort said realli life stop support tax help israel kill kill school children',UNT
'disgust dalla find reason save 100 % wrong',TIN
'pleas everi network report bullshit obvious stop pretend polit bigotri show',TIN
'idiot fring right hate conserv',TIN
'bitch mean',TIN
'sicken watch justifi control agenda # gunsens dishonest',TIN
'moment sentenc guy dumb fire shit foolish need buri half bodi tank half stomach',TIN
'liber tri destroy conserv time crimin charg jail liar destroy',TIN
'fuck great # love death problem',TIN
'judici watch record interview justic depart offici # tcot # maga # rednationris',TIN
'lie shit',TIN
'cant nigga retard',TIN
'point australian dont free speech hate speech law peopl enough point room deni',TIN
'amaz dem alway one hear whistl',TIN
'straight never support anoth team',TIN
'trump fan bulli antifa steve resist movement need',TIN
'document must get close crook',TIN
'remov rest islam',TIN
'bitter hate woman ruin',TIN
'illinoi strict control let thug gang gun mean violenc',UNT
'right total right gon na sucker',TIN
'anoth dont think anyon want amend grow major want sensibl control form better background check ban assault rifl trump anyth base snake',TIN
'that throw race forget happen white women accus bill clinton sexual alleg liber democrat ralli around liber disgust disgrac human be creat',TIN
'cancel moment said slaveri choic rock maga #',UNT
'sick head lost daughter',TIN
'fuck money imagin',UNT
'play dirti liber point shameless',TIN
'cant believ didnt work pizza alex jone mute conserv lost',TIN
'thing know didnt write ope dumber rock',TIN
'need everi american peopl disgrac senat peopl',TIN
'scale much laugh excus besid plain shit',TIN
'fact longer tri give side stori instead give side # antifa left liber god # look dont even enough reader anymor',TIN
'said away ammo talk control said mayb didnt mean prove leftist that fine still dont trust anymor',TIN
'liar',TIN
'hollywood media make joke jesu christian think that hilari turn everi innoc joke conserv tell outrag typic',TIN
'legit shit funni',UNT
'fuck yeah',UNT
'probabl refer fact start who appar shit appar finish year mean possibl field face_with_tears_of_joy face_with_tears_of_joy',TIN
'lie public doesnt trust anymor',TIN
'either shame go shame',TIN
'anoth nigga (',TIN
'show ugli divis parti system liber actual straight need leav democrat parti parti hatr leav',TIN
'great book pope last pope detail corrupt evil forc control decad',TIN
'hate fuck sorri',UNT
'hear liber love support draft grew time knew gone wrong support burn draft card serv',TIN
'nigga',TIN
'lindsey talk simpli hear journalist news weird agenda support well fact realli fool trump',TIN
'everi tell happen children clearli dont believ shit happen anoth stall tactic liber',TIN
'think your full shit',TIN
'need find ladi thing terrorist wait',TIN
'# open everyon realli shame liber',TIN
'dumber water week',TIN
'# hollywood fill # satanist # pedo nerv mock # jesu # conserv unemploy line',TIN
'someth dont seem right year long shoot talk control make think govern behind crap',TIN
'bafoonicu ',TIN
'never go happen million year unless soro hire bunch antifa punk pretend vet',TIN
'steal hit averag hit doubl play good defens definit young look number',UNT
'hell think doesnt mean guilti women accus # voic right clear name “ she ” need #',TIN
'today collin back anoth excus vote disgust everi wont stop work common',TIN
'good shit',UNT
'anyon think lie opportunist yeah # metoo',TIN
'bullshit peopl die incompet govern puerto rico start mayor stop lie gutierrez',TIN
'realli bitch',TIN
'rememb might appli chicago “ gun ”',TIN
'anoth made word use liber attempt deflect critic ridicul hypocrisi',TIN
'america destroy presid cancer democraci',TIN
'sure she worri give break dana know make live healthcar dirt bag dont even cri control',TIN
'billi thumbs_up',TIN
'100 % death threat thing disgust parti “ famili valu ” say antifa danger resist group kavanaugh famili death threat mind want know',TIN
'face_with_tears_of_joy face_with_tears_of_joy',UNT
'fuck behind dude',TIN
'sure woman mostli throw insult mean ugli feminist women peni',TIN
'poor trigger snowflak # maga',TIN
'crazi person',TIN
'conserv trash parti canada',TIN
'asham republican parti dont anyth control peopl kill reason asham republican parti dont anyth kill republican tri distract america',TIN
'even career start album hype zero releas album face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hype zero',TIN
'fool deni one free speech deni free speech',TIN
'finish mother fuck appl shut fuck adult tri twitter face_with_tears_of_joy',TIN
'she liber professor alway spew hatr conserv your go hell rest bag',TIN
'hope bankrupt soon',TIN
'strong charact anybodi bitter sore loser charact',TIN
'human',TIN
'stop_sign news stop_sign senat pass bill # #',TIN
'appar find run',TIN
'order money amaz dishonest purpos spread fake news',TIN
'dumb clueless push dream fool offic # #',TIN
'back liber stupid cri favor past futur victim rape assault said stupid',TIN
'carrey sick',TIN
'eric evil',TIN
'lie leftist',TIN
'death threat antifa sit outsid hous republican social media',TIN
'gutierrez your liar that guy good',TIN
'sexi',TIN
'good disgust human',TIN
'realli miss thank girl',UNT
'nigga lose',TIN
'american women allow continu slaughter babi hitler kill babi liber pathet crook children except slaughter babi',TIN
'mayb need control lefti handl respons',UNT
'fake prove',TIN
'begin evil bodi christ known leader cathol church',UNT
'told there group israel & amp america control foreign decad use lie & amp believ # maga # americafirst',TIN
'control ( ) fuck wouldnt shit',TIN
'left hand connect right brain connect left right connect left brain #',TIN
'sick pervert get nerv',TIN
'want corrupt bitch gitmo',TIN
'anita hill liar liar',TIN
'develop social home child complain bulli behaviour teacher super activ',TIN
'american want form control american want govern protect environ american immigr good thing & amp 100 % american believ belong pizza & amp italian dont suck',TIN
'john kerri potu get done democrat tri cash & amp releas fund & amp obama crook deal help fund terror walk',TIN
'accord hurrican trump fault hurrican trump fault trump collud defeat hillari true',TIN
'mean hate',TIN
'know belong violent liber antifa parti hood beat total stranger & amp fund parti violent & amp corrupt parti tri tear & amp believ heart hard sell anyon includ voter',TIN
'touch nerv say 2019 that block soon dream fail full major 2019 pleas dont wake dream get seat',TIN
'muslim need rememb',TIN
'ford everyth delay vote # maga # confirmkavanaughnow # potu',TIN
'dont forget trump fault collud make hurrican worst forgot tell hurrican trump fault',TIN
'polit correct speech control law attack constitut hypocrisi show',TIN
'crazi one',TIN
'breitbart must hack say',TIN
'allow wife coach abus year cover everyon includ wife help lie never thought anyon know ) came total',TIN
'plenti work full still manag find home bullshit public',UNT
'shit',TIN
'liber dont give soul',TIN
'bitch',TIN
'might well info info crap media feed empti brain wonder control univers background check # gunsens # #',TIN
'fuck wall american white black kill immigr control help',TIN
'alway blue dont seem much except help socialist',TIN
'sensibl control help mental unstabl peopl gun peopl order gun need round ( unless zombi happen )',TIN
'reason dont wife',TIN
'dumb',TIN
'teenag # maga # walkaway',TIN
'mean noth alway none promis come true sure still follow start realiz full crap',TIN
'cuter shhhh ',TIN
'maxin water threaten violenc presid presid come washington capit polic sleep democrat crime',TIN
'drunk tell littl charact alon compet seem like conserv “ law order mean use social order',TIN
'part “ trump parti ” hope hard work american',TIN
'beauti sexi smiling_face_with_heartey face_blowing_a_kiss',TIN
'dont know fact claim bullshit imagin never clean regul year wait dont look qualiti china that piss conserv',TIN
'she look bitter',TIN
'think funni she she disgust',TIN
'regard stori think go kill presid report never follow felon case gun what polic bring light control issu bia',TIN
'whore mayor steal money fund dem bash potu countri power know there enough replac',TIN
'say your live north',TIN
'horribl face_vomit face_vomit face_vomit',TIN
'even brother think monster',UNT
'lotto ',TIN
'control crowd illeg immigr countri arm',TIN
'women lose credibl women liber movement women realli abus disgust',TIN
'liber mock presid trump skin color like threaten famili even',TIN
'caus opinion differ guess make bigot',TIN
'death mean thumbs_up',TIN
'your antifa shit brain worship queen need lick',TIN
'know ar15 educ close dont know talk pouting_fac pouting_fac pouting_fac',TIN
'agre intellig latest polici wealth fund someth long support doesnt someon parti time',TIN
'disappoint serena wrong dont gender disrespect serena apolog winner & amp',TIN
'theyr qualiti',TIN
'biggest hypocrit countri embarrass senat',TIN
'prison time your go face_with_tears_of_joy rolling_on_the_floor_laugh face_with_tears_of_joy # # treason # # maga # qanon',TIN
'hard believ femal liber person polit gain',TIN
'ummm peopl shouldnt face_with_tears_of_joy',TIN
'well must fuckin someon miss',UNT
'damn cute express',TIN
'beyond moron',TIN
'interest hypocrisi liber last year “ fund ” sexual scandal work govern',TIN
'# usual republican charg quickli thing improv # pull liber keep peopl # poverti stay power promis',UNT
'even close happen liar deflect idiot action court look',TIN
'dont believ she even get death threat conserv dont roll & amp attorney soro',TIN
'white slave owner',TIN
'abus liber rino',TIN
'oppress need start movement wors antifa dog',TIN
'liber obsess see presid disgust peni room horribl ] cant stop think member ]',TIN
'# kavanaugh issu detail respons confirm view deserv opportun defend reput complet fals alleg never done anyth anyon',TIN
'perfect wipe seat',TIN
'show must must crazi liber scream throw tantrum insid anim hear go anoth',TIN
'break rule run democrat speak sensibl control woman # told law allow daughter kill & amp chang law win ”',UNT
'face_with_tears_of_joy',TIN
'blame that pretti rich consid done zero want senat',TIN
'that racist nose doesnt even look creat typic black woman racist',TIN
'best season doesnt mean greatest rolling_on_the_floor_laugh fuck',TIN
'dumb wear next game',TIN
'go suck rate without origin isnt realli cash grab',UNT
'imagin live wage elect presid american republ gain control suprem court # tri # maga united_st',UNT
'shit said tweet face_with_tears_of_joy face_with_tears_of_joy',TIN
'knew werent real republican commit parti need leav disgrac everi member work toward solut constantli potu quit alreadi',TIN
'your roll mind prevent control evil',UNT
'haha hard sure relat correct trump realli liter own compani joke',TIN
'transpar act myth women victim truli liber wouldnt know hurt real women realli need help',TIN
'civil right right kill child child right peopl control law save live children sink',TIN
'ride run lower fucker',TIN
'open world game need game nigga',UNT
'dont want health care want rich peopl less tax dont care dont want control afraid immigr full hate control govern',TIN
'talk dumber look maga',TIN
'shove view despic show everyon alway say “ who watch ”',UNT
'feel sorri voter good choic',TIN
'juan contribut know side play pretti much know go listen watch paint better nauseated_fac',TIN
'leftist collus parti',TIN
'sexual assault # trump famili time # maga girl stay silent',TIN
'especi play good religi interview serious imagin pull crap interview & amp imagin interview suprem court justic spend much time talk pure',TIN
'fuck yeah',TIN
'empti soul',TIN
'away child bore cant even entertain pile_of_poo',TIN
'nobodi care paid protest polic need hold lock',TIN
'nigga',UNT
'journalist spread fake info paint peopl forget & amp profession tear religi book prove stupid fight caus moral mean',TIN
'back star better jealou',TIN
'anyon surpris presid commit treason russia elect pick rapist suprem court # # deplor # maga # # # # # kavanaugh #',TIN
'suck plan team',TIN
'fuck',TIN
'cant stupid # maga # qanon # thursdaythought # drainthedeepst # # wwg1wga # walkaway',TIN
'knew find liber fault face_with_rolling_ey',TIN
'fuck abus watch men match',UNT
'long might make sens',TIN
'brett kavanaugh suppos sell point candid midterm elect becom enough lie away liber listen ignor stori pouting_fac pouting_fac pouting_fac pouting_fac',TIN
'conserv becom parti',TIN
'free thought shit lmaoooo',TIN
'# liber sick disgust anim brain',TIN
'fit women meant look even dont give shit',TIN
'# control activist david suggest ar15 use shoot',TIN
'long thought liber children adult bodi',TIN
'cours rememb biggest hypocrit histori chang rule constantli #',TIN
'nose know loud mouth immatur punk media place use promot control line order bring attent control debat know noth',TIN
'upon sure fault',TIN
'mother derang left make littl boy realli go happen pure evil # votedemsout # maga # 2020 #',TIN
'aw good',TIN
'shyt ',TIN
'broke littl might caus desper action die that',TIN
'push limit',TIN
'serious realli believ crap dont move offens ugli side',TIN
'never plan testifi quickli liber never learn know tactic predict action & amp respons know think & amp research that hate cant control',TIN
'# well shoot keep happen stupid law time american woke someth keep happen prayer go help proper control law',TIN
'theyr fuck cute',UNT
'nation full tweet peopl mobil mean pay peopl mobil caus violenc spoke antifa offici group terrorist',TIN
'serena bulli threaten shove ball throat line judg open point away lose fault went point lost match threat she bulli',TIN
'left becom bunch thug # #',TIN
'tire answer phone shit that even worth face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy',UNT
'love dont give isnt mental danger idiot',TIN
'call intellectu know smarter intellectu',TIN
'joke lefti behaviour disgust',TIN
'latino freak',TIN
'talk worst year player histori',TIN
'woman noth play tenni constantli disrespect insan whole apolog',TIN
'let play game side openli advoc race & amp promot support group hitler brown shirt ( antifa ) call control ( even want )',UNT
'child retard',TIN
'mean communist antifa peopl come defens despit shit polit team sport dumb',TIN
'asshol go jail happen $ paid compani mueller know',TIN
'mean',TIN
'traitor',TIN
'pick fuck',TIN
'peopl alway bullshit & amp miss anyth anoth person cant shit togeth fail & amp better time anyway',TIN
'stupid',TIN
'delusion colleg corrupt croni ruin almost # voteredtosaveamerica # maga united_st united_st united_st',UNT
'well stream alway porn titl go love porn',TIN
'domino ',TIN
'mute tri shit posit work mexican isnt kind pedo garbag',TIN
'uneduc sport sport profession look joke',UNT
'jack conserv tweet',TIN
'voic domest violenc lobbi drown # cdnpoli',TIN
'anoth “ good gun ” woman_facepalm need common sens control legisl # # # document alleg mass murder thought wife cheat',TIN
'go tell time fuck block report who current presid',TIN
'maga pervert noth innoc satan',TIN
'realiz ridicul radic tweet sound right tri mobil antifa',TIN
'look suck goe hear',TIN
'brutal hope sell team',TIN
'mouth & amp evil friend opinion #',TIN
'shit time',UNT
'need seriou help anger manag case studi',TIN
'chanc blew',TIN
'need control right wait guess doesnt stop crimin abid citizen known think want control disarm',TIN
'dick sell quick',TIN
'citi # chicago polici promot growth # return lack daili kill control issu #',TIN
'didnt money account stuff stranger everyth obsess hope die',TIN
'listen liber democrat demand transpar well transpar said start thread care wish',TIN
'want # maga stop intellectu properti china away china give busi countri busi move countri make look weak china crook',TIN
'leg',TIN
'weird debat remind control debat law allow peopl gun design kill peopl shock gun use kill peopl assum',UNT
'greatest economi job black hispan histori kick ms13 illeg deport daili back tabl trump drain corrupt # #',UNT
'look sign gordon deep threat hurt need come play',TIN
'wait mean florenc gon na',TIN
'piec human trash go away nobodi care wack constantli face think trump act despic call go live tell peopl attack conserv',TIN
'anyon support control racist',TIN
'stand care human side',TIN
'fuck suck',UNT
'youv becom anoth nail trump',TIN
'communist # putin daddi # maga',TIN
'dont support control support say read histori find part reason',TIN
'someth must spout wan na someon give beat first let park around black women much better find white peopl much',TIN
'anoth elitist touch patriot american',UNT
'deplor dreg societi say # make crimin think # maga # wwg1wga # qanon # draintheswamp # drainthedeepst',TIN
'glad work hard shame physic thing simpl understand talk write clearli',TIN
'mushroom peni syndrom definit impeach offens face_with_tears_of_joy # maga',UNT
'look mirror lefti bigger bulli antifa progress leftist tri “ get face ” right',TIN
'say nigga boycot nike militari racist militari fuck nike face_with_tears_of_joy',TIN
'alway lier',TIN
'said thing liber presid trump deport immigr tri deport peopl countri & amp follow rule come come crimin turn & amp anoth point view',TIN
'antifa shirt',TIN
'babi arent futur suppos suck dead bodi put trash that thing',TIN
'obama preach control drug cartel mexico advoc open border piec shit worth obama',TIN
'wrong time long piec carri #',TIN
'hero',UNT
'last night watch whole second celebr never heard start talk platform liber ruin everyth',TIN
'shit',UNT
'line suck',TIN
'nigga made know brought back',TIN
'unhing liber scare wont abl murder babi demand normal ration peopl common sens fake accus stall',TIN
'anoth brat block antifa thug swing lock come anoth except scream rape middl room stuck mouth whine prove wrong',TIN
'plenti conserv work afraid share racism hate democrat sicken',TIN
'fuck fuck although conserv fuck right',TIN
'see post pleas legisl regard control hand legisl need improv support mental individu',TIN
'probabl death threat vote like lot support # maga voter',TIN
'fortun rest america swamp washington washington worst place decid what good america',TIN
'democrat continu rapist democrat republican allow rapist presid isnt',TIN
'cant believ fuck die face_blowing_a_kiss weary_fac red_heart',TIN
'dont entertain shit',UNT
'white liber color easili wors bigot noth coward want keep kind ident polit thank peopl see evil',TIN
'boss conserv shouldnt made weak leader wouldnt happen tri left wing crazi freedom speech coward take posit trudeau',TIN
'need away want media advoc control',TIN
'god ear part let hope conserv part stay poll dem desper fraud',TIN
'obama holder cop get kill year hate enforc civil',TIN
'control disgrac unamused_fac',TIN
'dumb',TIN
'pleas bitch pop lump dumb sister skull',TIN
'willi lost half fan get involv polit believ support open border control smoke much dope guess common',TIN
'mean loan borrow bank forc provid democrat liber provid racist peopl dont problem',TIN
'govt announc consist afford polici labour conserv decad design immedi requir never like implement sadli desir effect',UNT
'fake news right mind along',TIN
'standard trudeau “ liber ” emot manipul canadian think canadian stupid',TIN
'empathi regret presid presidenti trump hope',TIN
'awesom awesom dont call shit movi well bitch fire left leav',TIN
'believ step wors accord sociopath narcissist',UNT
'never rest career hope season caus that good nice',TIN
'good miss guid follow seem idiot & amp think perfect even though investig disagre still look better model america',TIN
'fuck dont start work soon whole shit',TIN
'gon na antifa idiot shot fast face_with_tears_of_joy face_with_tears_of_joy dont even realiz owner usual realli awar what go around',TIN
'favorit play mass murder real life',TIN
'think know go lose anyway noth lose battl suicid think tactic unfortun stay news',TIN
'agre antifa nutjob arrest start troubl',TIN
'dont rememb time liber believ',TIN
'control enough enough',UNT
'lost soul father real good',TIN
'nut',TIN
'support control grinning_fac',TIN
'prosecut wast beauti person incompet ruin famili friend live know littl love',TIN
'swear nigga make wan na turn phone',TIN
'conserv person believ need becom elect dont well dishonest dem think violenc wors conserv need abl defend love one',TIN
'everi western countri that elimin mass shoot effect control lie fit',TIN
'anarchist treason free america antifa',TIN
'even obama trade acknowledg trump clean global trade mess # maga # # # # #',UNT
'myth democrat social # maga # kag',TIN
'state level crime alleg offend silli liber crime commit kavanaugh probabl liar ford # #',TIN
'blood hand control',TIN
'thing fascist left antifa anarchist socialist democrat folk right embrac authoritarian fascism look trump attack institut rule putin',TIN
'keep nationalist nonsens democrat midterm rais tax youll abl page everyon univers health care control save live learn eventu',TIN
'dick durbin figur lie enough peopl start believ right leftist playbook',TIN
'sexi',TIN
'think racist touch realiti treat presid realiti show star empathi suffer tell truth mental incap presid countri',TIN
'fire arrest clearli use drug',TIN
'well realli sure went claim punch women asshol complet wrong tweet noth clear fact punch suck',TIN
'kick absolut',TIN
'good exampl cant ar15 someon use control pussi',UNT
'wont look never take time',TIN
'stop spread rumor fals news hurt enough dont need shit',TIN
'shit',UNT
'obama done noth problem offic go tell stori trump abl hope control',TIN
'disgust need polit schumer corrupt kind politician american tire countri brett kavanaugh vote american stand',TIN
'fuck',UNT
'even chri said peopl normal stop first warn second warn serena kept go suck end keep argu make comment second warn expect',TIN
'fool respect',TIN
'fuck leagu footbal',TIN
'guilti',TIN
'broken gon na abl demon form ) gon na cool use everi battl',TIN
'half heart apolog goe away conserv anyth close ruin life mental derang liber total disgust jerk',TIN
'begin sound stuck record dont find someth less bore instead',TIN
'kerri need prosecut collud iran need done quickli secur & amp remov',TIN
'metoo movement democrat & amp hate group antifa anoth form lynch oppos agenda metoo peopl jump name justic mass bulli threaten expos',TIN
'cant tell stori whore life fuck peopl money except',TIN
'trump start mess stop doesnt part problem',TIN
'traitor think',TIN
'polit slap face women realli abus liber know leader told whatev power pathet',TIN
'mother spoil heck still love brat thing happen brat deserv still child norm realiz',TIN
'year republican deni obama pick breitbart outrag phoni fake presid',TIN
'lmao',TIN
'inde follow sometim',TIN
'went high school dumb liber area',TIN
'hate solut chang playbook loser',TIN
'total question make million dollar still make live uneth',TIN
'lost believ',UNT
'dont pig dont life outrag bill clinton keith ellison protest hypocrit # maga',TIN
'mayb consid instead theresa isnt real name she conserv terrorist rainbow',TIN
'say stand sensibl control # hypocrit',TIN
'outrag someth credibl instead perceiv # maga',TIN
'peopl love david think roger water dick obvious',TIN
'advoc ridicul',TIN
'that mess # walkaway water zero control demon within that happen & amp stupid folk will soul devil satan defeat 2016 # americafirst # maga',TIN
'fuck hilari',UNT
'fuck $ $ littl',TIN
'care sick head',TIN
'ummm there video coach liter admit lmao mayb read strong shitti opinion',TIN
'kerri noth damn politician go tri undermin presid traitor sure better watch',TIN
'especi fascist nazi tell profil peopl pathet shame',TIN
'arent conserv religi isnt republican parti denounc denounc antifa',TIN
'understand mean america read creat declar independ share knowledg american fellow citizen # maga # kag',TIN
'pedophil crimin deserv fire',TIN
'incit violenc twitter account support potu made list target',TIN
'eric holder prison',TIN
'fuck fast holi shit',UNT
'good shit great model young kid play footbal stand believ',TIN
'holi shit better drink eat nauseated_fac',TIN
'dead mass shoot bank build deep state fake news crisi actor control bullshit',TIN
'love hate brown show realli screw kid back pleas favorit & amp jerri mayb show',TIN
'never talk shut',TIN
'bullshit daughter watch tenni match deserv william fan game',TIN
'know look outsid lost shit remind head funni',TIN
'nigga tweet hope drown',TIN
'explain leftist',TIN
'antifa creep tri look cant help',TIN
'fuck',UNT
'worst expect consid person gain confirm',TIN
'busi monster',TIN
'come dirti pervert point',TIN
'type “ you think everyon you ” read mean question refer reader case reader effect',TIN
'antifa display hate disagre hypocrit',TIN
'histori time better left united_st united_st',TIN
'local nation news youd follow anyon outsid liber bubbl know major conserv outrag',TIN
'quiet shedevil ',TIN
'# # congress sexual assault # folded_hand # maga # want know # hypocrisi # sicken # # & amp # thumbs_up #',TIN
'point umpir call walk fast toward offici call moron think clear need help perhap',TIN
'thank time hahaha',TIN
'pedophil cathol church',TIN
'liber wonder dont want bathroom',TIN
'mayb caus hate',TIN
'# foolish # idiot whatev sabotag liber act complet respect million legal voter vote #',TIN
'go system know crimin ( illeg ) reput easi rather simpl ( illeg ) person',TIN
'make best countri though noth special throw make butt hurt',TIN
'puppet dont move back work mouth noth',TIN
'holder ethic challeng total disgrac offic',TIN
'fool',TIN
'definit that sure she professor univers folk # trump # maga',TIN
'quit obviou moron star total canada alreadi extrem tight control law crimin never never special kind stupid believ ban',TIN
'beto clown support kneel thug',TIN
'proper author despit corrupt organ',TIN
'liber decid tragedi ( despit tight control ) eye',TIN
'cant legit watch move',TIN
'funni even woman brought wade # scotu regret later thing medic emerg requir abort ( though rare ) & amp anoth liber celebr kill children & amp pretend health care',TIN
'your liter white nationalist radic enemi state your lucki your hunt feder agent terrorist state place soon enough # theresist # # antifa',TIN
'fuck alreadi',TIN
'unfit offic mental derang unstabl',TIN
'funni fuck',TIN
'# liber real definit trump derang syndrom',TIN
'cours werent interest domest abus still domest abus hope didnt fake rumor shit actual care domest abus',UNT
'brain still somewher lost liber plain delusion matter oncoming_fist',TIN
'american terrorist need strict punish thug stop antifa # #',TIN
'suck kill team',TIN
'help mental good liber serious disturb',TIN
'femal artist that fucken queen right hand argu face_blowing_a_kiss',UNT
'husband loos crook fake throw paper towel lost realiti dont know help need lot help',TIN
'surpris conserv want power life death away govern',TIN
'liber complain',TIN
'antifa domest terrorist group',TIN
'fuck yeah',UNT
'murder whole depart asham cover shame dalla noth respect depart handl situat crimin show dont care citizen dalla',TIN
'hospit shot dead blame control law',TIN
'send piec pile_of_poo wouldnt nice great build wall time time hillari clinton suit',TIN
'that need bring control even better shoot foot real well go harass school shoot',TIN
'shame damn',TIN
'wrong white proud & american woman happen white repres soooo done ident polit liber',TIN
'need quickli music suck care polit view unfortun ignor realiz concert went polit complet ruin complet',TIN
'safe anyway liar never bottom liar',TIN
'accord student spoke anonym hall replac even #',TIN
'clown think go make point spew garbag look higher mayb higher offens',TIN
'beto move support home',TIN
'charact call charact',TIN
'acknowledg exist time block give break nobodi funni comedian gave away power hate lost almost everyth',TIN
'fuck sorri',TIN
'bullshit live daughter goe school consid clearli move fraud citizen',TIN
'your yesterday # fakenew tri make desper noth # liber & amp # democrat care happen minor high school your victim anoth metoo sexual',TIN
'conserv think success corrupt nearli destroy brainwash decad accept anyth free trade label good anyth',TIN
'know shameless muslim socialist still arrog believ think good politician tell mani “ stupid american voter ” gullibl',TIN
'# flame rest liber clueless chang',TIN
'lame outsid cage killer cage',TIN
'isnt bill worker bill worker good record mean play game argu berni vote control live black peopl chicago neg',TIN
'time respons took three month respond bodi alway take month yall time respons shit',TIN
'fuck',UNT
'outsid pussi sister wan na talk',TIN
'& amp serious bigot platform run label children black stay school # # maga # kag',TIN
'doesnt leav countri america',TIN
'round alway didnt work time rude #',TIN
'boob mass',TIN
'obvious care ruin attack conserv left control blind',TIN
'redneck burn levi theyr wear',UNT
'fuck say she didnt shit bitch sick annoy bore play great game even great player said good',TIN
'think eye natur',UNT
'receiv death threat teenag daughter protect famili',TIN
'well realli realli smart noth wrote book true good lord shit hear everyday realli need ope book',TIN
'control kill peopl',TIN
'# walkaway # idiot parti # maga',UNT
'youll spend final day hell sink',TIN
'stupid make',TIN
'trump post shit know distract someth go #',TIN
'peopl give shit someon health know anyon health look know mani super healthi peopl peopl',TIN
'surpris didnt shoot student prove control import glad dont send kid colleg wast money turn head',TIN
'# metoo movement ‘ divid women & got ta stand jeff # maga # wwg1wga # confirmkavanaugh',TIN
'# putin everi # maga',TIN
'anyon guess & amp week world end give money & amp tomorrow know everyth listen # maga',TIN
'sexual issu kid liber ridicul',TIN
'believ trump abus woman mayb physic definit mental husband afraid speak',TIN
'fuck yeah',TIN
'year loos hollywood doesnt look good gon na walk might order #',TIN
'sadli given hypocrit uneth behaviour day view claim alleg made huge',TIN
'hate think irrelev opinion matter bitch',TIN
'fuck',UNT
'look joke liber # # #',TIN
'bitch pleas commi dem one ride hell destroy democraci republ',TIN
'gross',TIN
'welcom',TIN
'dont know soro know right action ( antifa ) play ident polit claim left violent that help anyon',TIN
'john kerri swamp noth noth less know clown news network',TIN
'everyon life stori excus anyon blame produc invit show clearli well & amp shouldnt posit happen manag allow either',TIN
'yall gon na fight control yall laugh liter pull shoot',TIN
'parti violent liber antifa hood beat stranger know noth great & amp honest good keith ellison women tell',TIN
'bitch love',UNT
'honestli know stupid actual surpris dumb easili peopl countri hell shit everi white redneck scream “ yeah maga babi ”',TIN
'vote know found fraud',TIN
'total narcissist comment umpir never match long live think defeat disgrac sport',TIN
'coward cant feel judg other look sure peopl call',TIN
'shitti that',UNT
'bitch daili remind love',TIN
'report ask question senat act babi realli adult shame shame',TIN
'fuck',TIN
'skull probabl play super easi home',TIN
'bright ',TIN
'moron real american proud accomplish disgust show truth',TIN
'right wing nutjob scream time talk thing control school get shot exactli time peopl pay attent someon lost life someth horribl & amp prevent',UNT
'true poor',UNT
'dont agre want real play fuck marri soooo bore she stupid',TIN
'lunat democrat politician antifa georg soro think money talk lunat money money',TIN
'fuckin know point',UNT
'& amp',UNT
'got ta give credit compet',TIN
'politician sell countri drain',TIN
'shit real research get done',TIN
'california control law prevent',TIN
'quit good fake must done time',TIN
'skull beat let',TIN
'bitter',TIN
'butt',UNT
'cute fuck',TIN
'meme',TIN
'sort control noth seem realli good noth',TIN
'chanc peni thousand she rememb specif pizza pizza year look dem ancient memori base accus # confirmkavanaughnow # maga',TIN
'take googl search help uneduc liber',UNT
'antifa final die commit suicid nice',TIN
